Date,7203.T,6758.T,6861.T,8306.T,9432.T,6501.T,7267.T,9984.T,4502.T,6902.T,7751.T,6954.T,8035.T,6857.T,8316.T,6762.T,4063.T,9433.T,3382.T,2914.T,4568.T,7011.T,7012.T,9501.T,4519.T,6506.T,6503.T,7013.T,7974.T,6367.T,8058.T,8031.T,6301.T,8801.T,5401.T,4911.T,7269.T,7741.T,9104.T,9101.T,6702.T,6752.T,6723.T,8411.T,8766.T,4543.T,6098.T,3407.T,2502.T,2802.T
2025-02-06,2808.952392578125,3497.530029296875,62026.96875,1850.8077392578125,144.9448699951172,4022.421142578125,1376.54150390625,2431.961669921875,3986.641845703125,1919.7806396484373,4708.1591796875,4288.80517578125,25929.595703125,8509.1689453125,3634.626708984375,1626.4398193359375,4610.25048828125,2406.69970703125,2314.316650390625,3742.203125,3775.572265625,2223.487060546875,1382.34228515625,412.0,6527.5234375,4002.042724609375,2384.00927734375,1373.188720703125,10879.966796875,16451.228515625,2437.355224609375,2811.006103515625,4334.0166015625,1365.9703369140625,570.6444091796875,2465.417724609375,1901.3302001953125,19170.630859375,5019.5703125,4834.6640625,3022.56787109375,1727.9423828125,2275.6484375,4095.9501953125,4918.3046875,2814.59326171875,10837.81640625,980.3770141601562,1589.70458984375,3150.489990234375
2025-02-07,2732.524658203125,3463.71826171875,62323.27734375,1849.3560791015625,141.94935607910156,4032.30419921875,1373.1956787109375,2411.292724609375,3956.99072265625,1904.7481689453125,4591.44384765625,4362.07666015625,24876.021484375,8564.9013671875,3621.093505859375,1693.2662353515625,4597.544921875,2360.212158203125,2308.9931640625,3739.34228515625,3757.9248046875,2192.72216796875,1404.7747802734375,400.0,6688.89990234375,4073.1943359375,2398.7587890625,1260.370361328125,10687.0947265625,16068.185546875,2438.80615234375,2778.533935546875,4358.9580078125,1330.74462890625,593.625732421875,2428.5322265625,1880.2750244140625,18602.8671875,5069.908203125,4883.66064453125,2965.070556640625,1726.969482421875,2434.563720703125,4031.02783203125,4879.5625,2794.312255859375,10668.3193359375,968.3034057617188,1602.3289794921875,3132.21337890625
2025-02-10,2733.492431640625,3410.017333984375,61631.890625,1839.19482421875,140.21002197265625,3973.993896484375,1360.2906494140625,2364.725341796875,3927.33935546875,1893.1102294921875,4650.28369140625,4408.97021484375,25007.71875,8603.71484375,3566.9609375,1725.6968994140625,4683.5537109375,2385.392822265625,2323.0283203125,3724.08349609375,3653.0205078125,2150.048828125,1483.8780517578125,401.1000061035156,6744.9462890625,4245.712890625,2360.41015625,1312.6796875,10815.67578125,16087.8291015625,2377.388427734375,2727.645263671875,4402.12548828125,1302.3685302734375,590.4437255859375,2490.49951171875,1901.81982421875,18770.728515625,5144.94091796875,4894.025390625,2935.330810546875,1735.7259521484375,2405.44580078125,4030.05859375,4864.0654296875,2758.202392578125,10718.171875,967.8204345703124,1592.6177978515625,3108.503173828125
2025-02-12,2708.822509765625,3353.332763671875,62777.61328125,1845.001220703125,140.306640625,3975.970458984375,1342.1279296875,2454.3740234375,3892.906005859375,1884.8665771484373,4835.48486328125,4419.71630859375,25022.3515625,8897.306640625,3605.627197265625,1713.41259765625,4583.8623046875,2392.17236328125,2319.640380859375,3746.9716796875,3458.898681640625,2161.461669921875,1445.703857421875,391.7000122070313,6740.11474609375,4254.4853515625,2381.551025390625,1287.2318115234375,10860.1845703125,15906.1279296875,2374.487060546875,2716.498046875,4431.86328125,1298.94384765625,594.3328857421875,2463.450439453125,1911.6129150390625,18992.896484375,5236.119140625,4967.5205078125,2995.8017578125,1780.481201171875,2398.04296875,4036.841796875,4845.6630859375,2762.654541015625,10628.4384765625,965.7921142578124,1585.8201904296875,3036.878662109375
2025-02-13,2733.492431640625,3391.12255859375,63518.37890625,1879.3560791015625,142.3358917236328,4084.6845703125,1370.8057861328125,2366.7177734375,4000.03271484375,1910.082275390625,4986.92578125,4430.462890625,24729.693359375,9175.96875,3656.85986328125,1734.050048828125,4701.14599609375,2432.848876953125,2344.322509765625,3768.906005859375,3664.78564453125,2155.507080078125,1487.8134765625,395.2000122070313,7010.685546875,4195.029296875,2382.042724609375,1333.3206787109375,11127.23828125,16264.6171875,2408.339111328125,2750.423828125,4532.58740234375,1307.750244140625,599.4595336914062,2610.00830078125,1915.04052734375,19294.056640625,5252.26513671875,5004.26806640625,3082.047607421875,1779.50830078125,2458.253173828125,4144.39990234375,4916.3671875,2810.141357421875,10139.888671875,992.4506225585938,1636.3177490234375,3122.334228515625
2025-02-14,2713.176025390625,3684.4892578125,62738.10546875,1880.8076171875,141.94935607910156,4261.591796875,1404.741455078125,2399.837890625,3970.381591796875,1892.625244140625,5000.4296875,4317.13671875,24217.5390625,9043.6044921875,3676.19287109375,1691.30078125,4633.7080078125,2421.22705078125,2337.547119140625,3655.419189453125,3574.58740234375,2098.443603515625,1410.8746337890625,393.0,7006.8203125,4080.99169921875,2345.66064453125,1270.4080810546875,11122.29296875,16171.3115234375,2381.25732421875,2708.2587890625,4516.27978515625,1290.626708984375,597.338134765625,2514.1064453125,1893.49560546875,19022.517578125,5246.56689453125,5008.037109375,3052.3076171875,1782.4271240234375,2403.4716796875,4189.943359375,4888.279296875,2765.622314453125,10000.3037109375,1003.558349609375,1648.45654296875,3074.913818359375
2025-02-17,2683.185546875,3835.64794921875,64012.23046875,1918.5496826171875,142.6257781982422,4368.32958984375,1361.24658203125,2441.9228515625,4026.814208984375,1870.80419921875,4946.41259765625,4326.90625,24183.39453125,9165.0224609375,3747.7255859375,1662.3099365234375,4556.49560546875,2415.900390625,2337.063232421875,3596.291748046875,3565.763671875,2098.93994140625,1486.2393798828125,397.7000122070313,7138.24072265625,4062.47314453125,2357.951904296875,1301.0867919921875,11270.65625,16019.0771484375,2338.217041015625,2699.53515625,4539.30224609375,1288.180419921875,599.28271484375,2401.974853515625,1890.068115234375,18968.2109375,5233.27001953125,4921.3505859375,3075.1083984375,1775.6165771484375,2477.007080078125,4215.13720703125,5005.4736328125,2781.451416015625,9970.3916015625,995.8311767578124,1737.31298828125,3031.445068359375
2025-02-18,2712.692138671875,3761.06298828125,64199.88671875,1956.7755126953125,143.97857666015625,4294.20654296875,1355.0330810546875,2450.140380859375,4040.205078125,1890.20068359375,4961.84619140625,4350.35302734375,24515.076171875,9457.6181640625,3778.65869140625,1636.26708984375,4509.58203125,2412.5107421875,2323.0283203125,3586.7548828125,3550.0771484375,2156.49951171875,1555.504150390625,402.1000061035156,7154.66796875,4073.1943359375,2342.710693359375,1382.660888671875,11325.0556640625,15842.2880859375,2340.634765625,2676.75634765625,4569.0400390625,1293.5621337890625,598.5755615234375,2322.302490234375,1886.6405029296875,18800.3515625,5236.119140625,4905.33251953125,3079.07373046875,1849.0736083984373,2479.474609375,4282.966796875,5020.00244140625,2772.052734375,10095.0224609375,988.1041259765624,1747.5096435546875,3092.202392578125
2025-02-19,2665.771728515625,3752.113037109375,62985.02734375,1946.6141357421875,142.0459747314453,4328.79736328125,1324.443115234375,2403.572998046875,4000.03271484375,1872.743896484375,5001.39453125,4345.46826171875,25378.419921875,9554.154296875,3855.990966796875,1654.9393310546875,4554.541015625,2381.03466796875,2313.348876953125,3551.468994140625,3433.407958984375,2135.658935546875,1591.907470703125,393.7000122070313,7150.802734375,4155.0673828125,2326.486328125,1360.323486328125,11631.673828125,15699.8740234375,2298.077880859375,2638.468505859375,4597.818359375,1267.1429443359375,597.8684692382812,2625.25439453125,1876.3577880859373,18331.328125,5261.7626953125,4911.92822265625,3040.41162109375,1801.3994140625,2555.477783203125,4308.1611328125,4948.3291015625,2714.6728515625,10100.0078125,978.4452514648438,1747.9951171875,3007.73486328125
2025-02-20,2622.237060546875,3711.340087890625,62007.21484375,1908.8721923828125,141.07968139648438,4266.53369140625,1306.280517578125,2353.51953125,3979.9462890625,1848.498046875,4930.9794921875,4322.021484375,24583.36328125,9534.25,3786.391845703125,1661.3271484375,4523.26513671875,2358.759521484375,2323.0283203125,3540.978515625,3350.07275390625,2146.0791015625,1583.446044921875,392.0,7108.28466796875,4188.20703125,2324.51953125,1344.3480224609375,11364.6201171875,15665.498046875,2291.307373046875,2637.0146484375,4464.478515625,1240.2344970703125,597.514892578125,2623.287109375,1903.7784423828125,17970.923828125,5227.5712890625,4953.38720703125,2949.20947265625,1759.56298828125,2665.04052734375,4224.8271484375,4913.46142578125,2654.32470703125,9845.7626953125,968.786376953125,1733.4285888671875,2947.471435546875
2025-02-21,2617.883544921875,3791.891357421875,61928.19921875,1886.6142578125,142.3358917236328,4143.9833984375,1319.185546875,2338.3291015625,4034.466064453125,1894.080078125,4945.4482421875,4364.0302734375,24832.123046875,9584.01171875,3755.458740234375,1646.5859375,4579.95263671875,2332.6103515625,2304.15380859375,3554.330078125,3361.837646484375,2088.0234375,1547.042724609375,396.2999877929688,7426.205078125,4299.3203125,2324.51953125,1293.59375,11330.001953125,15685.142578125,2302.43017578125,2633.13720703125,4451.048828125,1231.4281005859375,594.6864624023438,2646.40185546875,1841.1026611328125,17487.08984375,5153.48876953125,4885.544921875,2933.843505859375,1783.4000244140625,2707.977294921875,4120.17529296875,4951.23486328125,2641.958251953125,9640.3720703125,977.4793090820312,1710.6075439453125,2920.79736328125
2025-02-25,2622.237060546875,3775.97998046875,61009.6484375,1897.25927734375,141.94935607910156,3792.14501953125,1327.31103515625,2238.96875,4095.681640625,1857.71142578125,4958.95263671875,4434.37060546875,23607.83203125,8957.0205078125,3739.992431640625,1615.629638671875,4562.35986328125,2370.38134765625,2323.0283203125,3592.476806640625,3383.406982421875,2011.608154296875,1510.442626953125,398.6000061035156,7601.10986328125,4271.0546875,2343.694091796875,1259.66357421875,11186.5830078125,15891.3955078125,2504.09228515625,2756.724609375,4388.6953125,1243.1700439453125,590.9740600585938,2664.5986328125,1800.4613037109375,17748.75390625,5225.671875,4933.599609375,2916.495361328125,1805.291259765625,2595.453369140625,4142.46240234375,4982.22900390625,2638.495849609375,9085.021484375,977.4793090820312,1722.2607421875,2935.12255859375
2025-02-26,2636.2646484375,3783.935546875,60308.38671875,1858.0657958984373,142.4324951171875,3782.26171875,1340.6939697265625,2175.9658203125,4123.41943359375,1878.077880859375,4938.69580078125,4379.6611328125,22383.541015625,9026.685546875,3698.426025390625,1625.9483642578125,4527.1748046875,2386.845703125,2321.576416015625,3576.264404296875,3460.859375,2024.509521484375,1532.4814453125,393.2000122070313,7632.0322265625,4167.73828125,2298.462158203125,1246.515380859375,10983.8203125,15655.6767578125,2438.80615234375,2716.982666015625,4410.75927734375,1283.2879638671875,587.4384765625,2750.172607421875,1792.6268310546875,18074.6015625,5257.9638671875,5000.4990234375,2894.686279296875,1846.6412353515625,2497.24169921875,4042.655517578125,4932.83251953125,2645.4208984375,9153.8173828125,976.5134887695312,1771.787353515625,2975.133544921875
