Date,SHEL.L,AZN.L,HSBA.L,ULVR.L,BP.L,GSK.L,RIO.L,REL.L,DGE.L,AAL.L,LSEG.L,CRH.L,BA.L,GLEN.L,NG.L,RR.L,LLOY.L,BARC.L,PRU.L,CPG.L,EXPN.L,III.L,ABF.L,ANTO.L,SSE.L,NWG.L,FRES.L,WPP.L,IHG.L,JD.L,BRBY.L,DRX.L,EDV.L,AHT.L,IMB.L,MNG.L,SVT.L,VOD.L,TSCO.L,TW.L,SGE.L,AUTO.L,SGRO.L,PSN.L,MNDI.L,PSON.L,SMT.L
2024-04-16,2832.263916015625,10873.90234375,630.7884521484375,4001.29541015625,515.0239868164062,1609.2213134765625,5247.5859375,3303.878662109375,2744.348388671875,2054.369384765625,9149.6455078125,6403.517578125,1320.939453125,466.3601379394531,1005.4689331054688,397.7505798339844,49.66717529296875,178.3896484375,687.0833129882812,2141.156982421875,3275.14697265625,2799.853515625,2367.362548828125,2207.358154296875,1622.413330078125,268.5033874511719,584.0839233398438,754.355224609375,102.9465103149414,116.87755584716795,1134.49609375,494.362548828125,1705.3175048828125,5654.05419921875,1714.5509033203125,196.1255798339844,2350.84521484375,65.97881317138672,280.59051513671875,131.6976318359375,1162.578125,676.0164184570312,844.0811157226562,1268.89501953125,1375.5062255859375,986.1564331054688,834.5252685546875
2024-04-17,2843.754638671875,10857.9091796875,635.1821899414062,3994.8828125,516.22265625,1588.7373046875,5381.42236328125,3303.878662109375,2797.31689453125,2126.444091796875,9127.650390625,6363.53271484375,1319.4400634765625,472.60693359375,1011.9622802734376,401.3501281738281,50.38669967651367,179.8489227294922,691.8810424804688,2139.157958984375,3280.1455078125,2838.83740234375,2392.3447265625,2268.340576171875,1618.416015625,272.099365234375,601.0718383789062,761.347412109375,103.31768798828124,119.0271453857422,1145.4912109375,484.9708557128906,1726.296875,5602.072265625,1733.0299072265625,196.7745056152344,2365.831787109375,66.39830780029297,281.989501953125,130.84861755371094,1142.58544921875,674.8168334960938,826.895751953125,1267.3963623046875,1362.515625,989.9547729492188,827.325927734375
2024-04-18,2839.25830078125,10909.8896484375,643.6697998046875,4029.08203125,511.82757568359375,1582.2425537109375,5364.44287109375,3327.870361328125,2821.30224609375,2139.681884765625,9034.4599609375,6263.572265625,1286.63427734375,474.7558288574219,1028.9449462890625,402.4499816894531,50.96631622314453,183.8868560791016,722.4669189453125,2168.146484375,3205.1650390625,2844.8349609375,2440.311767578125,2263.53662109375,1646.397216796875,275.0960998535156,609.600341796875,770.537109375,103.90095520019533,120.27690887451172,1121.501953125,483.7106323242188,1726.296875,5586.07763671875,1746.5146484375,198.82110595703125,2416.78515625,66.29843139648438,282.4891052246094,131.74757385253906,1144.584716796875,676.4163208007812,839.6849365234375,1290.3763427734375,1375.5062255859375,993.3532104492188,824.126220703125
2024-04-19,2848.750732421875,10941.8779296875,645.2674560546875,4072.899658203125,514.32470703125,1597.730224609375,5373.4326171875,3300.87939453125,2834.794189453125,2136.740478515625,8982.4677734375,6249.5771484375,1295.6317138671875,474.0561828613281,1038.9345703125,395.4508666992188,50.88636779785156,185.74591064453125,721.6672973632812,2202.133056640625,3197.167236328125,2833.83935546875,2445.308349609375,2249.53955078125,1659.388671875,276.3946533203125,601.6055908203125,773.333984375,103.60932159423828,116.92755126953124,1131.4974365234375,489.9068908691406,1765.2584228515625,5556.08837890625,1771.985595703125,199.5199584960937,2451.75244140625,66.91766357421875,281.1900634765625,130.59890747070312,1140.08642578125,668.4185180664062,847.8778076171875,1284.881103515625,1503.4139404296875,992.7534790039062,809.9274291992188
2024-04-22,2904.70654296875,11245.763671875,665.5382080078125,4151.98486328125,521.916259765625,1638.1982421875,5379.4248046875,3346.86376953125,2855.281982421875,2118.109130859375,9098.4482421875,6205.59375,1315.6260986328125,474.6558532714844,1044.9283447265625,406.24951171875,51.106224060058594,189.084213256836,735.0611572265625,2230.1220703125,3240.156005859375,2842.8359375,2504.267333984375,2200.549560546875,1663.885498046875,279.391357421875,586.6154174804688,788.3171997070312,104.43119049072266,118.42725372314452,1156.986083984375,494.3042907714844,1718.3048095703125,5560.0869140625,1816.9345703125,202.9642639160156,2483.723388671875,69.5344467163086,290.8828430175781,132.04722595214844,1144.0849609375,679.6155395507812,857.4697265625,1316.3536376953125,1525.3980712890625,1009.0462036132812,811.92724609375
2024-04-23,2892.716552734375,11263.7568359375,666.7364501953125,4126.3359375,522.5155029296875,1649.6890869140625,5310.5087890625,3362.8583984375,2817.3046875,2070.05908203125,8996.4658203125,6291.56005859375,1339.619384765625,468.2591857910156,1058.4146728515625,417.1481628417969,51.306095123291016,192.14268493652344,742.2578125,2229.122314453125,3272.14794921875,2857.82958984375,2729.112060546875,2154.55908203125,1665.88427734375,285.4845886230469,578.1209716796875,795.7088623046875,106.0219268798828,122.87641143798828,1163.9830322265625,507.6962585449219,1678.34423828125,5722.03076171875,1803.4498291015625,201.167236328125,2472.7333984375,69.5344467163086,292.78143310546875,133.69532775878906,1165.0772705078125,694.8113403320312,868.260498046875,1333.3389892578125,1498.917236328125,1014.0438842773438,827.1259155273438
2024-04-24,2904.70654296875,11347.724609375,662.6423950195312,4128.47314453125,525.0127563476562,1634.7008056640625,5443.3466796875,3303.878662109375,2810.30908203125,2162.236328125,8806.498046875,6247.57763671875,1363.1126708984375,473.8562622070313,1054.4188232421875,416.9482116699219,51.74580001831055,191.04324340820312,734.8612670898438,2237.119384765625,3261.150634765625,2848.833251953125,2700.1318359375,2165.556884765625,1653.892333984375,285.5845031738281,580.11962890625,802.9008178710938,107.63916015625,119.12712860107422,1133.996337890625,513.1929321289062,1715.3077392578125,5732.02734375,1802.4510498046875,198.67138671875,2445.758544921875,69.2547836303711,291.1826171875,131.24813842773438,1169.57568359375,693.0118408203125,848.2774658203125,1290.8758544921875,1515.4051513671875,1002.549072265625,833.3253173828125
2024-04-25,2898.71142578125,12021.470703125,660.9447631835938,4362.52392578125,525.7119750976562,1639.1973876953125,5372.43408203125,3279.886474609375,2757.3408203125,2510.351318359375,8888.484375,6193.59814453125,1319.625,468.3591003417969,1045.927490234375,405.6496276855469,51.16618347167969,203.896728515625,713.6709594726562,2231.12158203125,3224.160400390625,2841.8359375,2684.14306640625,2226.544189453125,1649.3953857421875,289.48016357421875,578.6206665039062,795.5091552734375,106.07494354248048,116.27767944335938,1143.991943359375,524.6861572265625,1685.33740234375,5758.0185546875,1825.4249267578125,197.5731658935547,2439.763671875,68.91521453857422,289.5837707519531,131.298095703125,1160.0792236328125,688.4130249023438,842.682373046875,1281.384033203125,1491.422607421875,991.1541748046876,822.5262451171875
2024-04-26,2901.20947265625,11983.4853515625,662.6423950195312,4417.0283203125,524.2136840820312,1651.687255859375,5446.3427734375,3327.870361328125,2774.33056640625,2591.74169921875,8932.4765625,6299.5576171875,1339.619384765625,469.2586669921875,1047.4259033203125,421.0476989746094,52.26545333862305,204.2465362548828,723.4664916992188,2228.122802734375,3271.14794921875,2877.821533203125,2633.178466796875,2254.538330078125,1653.892333984375,307.06072998046875,583.6173706054688,811.4912109375,106.49913787841795,120.12694549560548,1151.488525390625,517.6902465820312,1703.319580078125,6101.900390625,1809.4429931640625,199.0207977294922,2455.749267578125,68.99510955810547,288.6844787597656,134.14480590820312,1172.5745849609375,695.2113647460938,854.0725708007812,1316.8531494140625,1507.4110107421875,986.5562744140624,834.3253173828125
2024-04-29,2885.221923828125,12019.470703125,667.1358642578125,4387.10400390625,522.7153930664062,1668.673828125,5450.337890625,3291.882568359375,2767.83447265625,2696.666748046875,8788.501953125,6329.546875,1354.614990234375,473.2066650390625,1052.9202880859375,414.74847412109375,51.84573745727539,203.54690551757807,741.0584106445312,2215.1279296875,3256.152099609375,2873.823486328125,2652.165283203125,2281.532958984375,1675.3778076171875,302.1661682128906,590.1130981445312,816.2858276367188,104.88190460205078,116.5776138305664,1154.987060546875,525.6854858398438,1743.2801513671875,5971.94482421875,1821.928955078125,199.0207977294922,2477.72900390625,69.91397857666016,291.7821960449219,134.843994140625,1161.57861328125,696.4109497070312,854.672119140625,1324.8463134765625,1531.8934326171875,982.7579956054688,833.1253051757812
2024-04-30,2860.74169921875,12057.4560546875,694.59619140625,4424.5087890625,519.8185424804688,1671.6715087890625,5465.31982421875,3301.87939453125,2773.8310546875,2582.916015625,8844.4921875,6233.58349609375,1332.621337890625,467.4596252441406,1046.9263916015625,413.0487060546875,51.86572647094727,202.59738159179688,700.677001953125,2231.12158203125,3243.155029296875,2874.822509765625,2654.163818359375,2209.547607421875,1665.384521484375,303.1650695800781,557.6343383789062,807.2960205078125,104.08654022216795,115.57781219482422,1149.9892578125,517.6902465820312,1701.321533203125,5839.99072265625,1826.4237060546875,200.7678985595703,2464.740966796875,67.57685852050781,296.0789489746094,131.74757385253906,1165.5772705078125,698.21044921875,847.2784423828125,1302.865478515625,1517.9033203125,973.1622924804688,842.5244750976562
2024-05-01,2816.7763671875,12165.4169921875,696.493408203125,4424.5087890625,508.8309020996094,1703.6461181640625,5419.37646484375,3298.880126953125,2740.8505859375,2583.406494140625,8838.4931640625,6209.5927734375,1337.619873046875,466.2602233886719,1053.9193115234375,407.4494018554688,52.16552734375,203.3470001220703,704.6751098632812,2201.133544921875,3219.161865234375,2843.835205078125,2634.177734375,2167.556396484375,1671.3804931640625,304.463623046875,562.1315307617188,806.0972900390625,104.35166931152344,112.12847137451172,1141.4930419921875,515.1917724609375,1694.32861328125,5672.04833984375,1832.4169921875,197.72293090820312,2495.71240234375,67.3970718383789,299.7762145996094,130.39913940429688,1160.5789794921875,702.0094604492188,850.4757080078125,1287.37890625,1518.9027099609375,966.965087890625,833.7252807617188
2024-05-02,2870.7333984375,12151.421875,703.982666015625,4467.2587890625,515.2236938476562,1727.1273193359375,5435.35693359375,3283.301513671875,2726.859375,2609.882568359375,9054.4560546875,6257.57373046875,1329.122314453125,458.5152893066406,1057.9150390625,406.4494934082031,52.02561569213867,200.89825439453125,728.2642822265625,2220.126220703125,3255.152099609375,2840.836669921875,2641.1728515625,2131.5634765625,1694.8648681640625,302.86541748046875,557.6343383789062,803.3004150390625,104.56375122070312,113.8281478881836,1149.489501953125,527.1846313476562,1669.3531494140625,5634.0615234375,1841.4066162109373,197.5731658935547,2474.73193359375,67.73665618896484,299.5763244628906,133.54550170898438,1160.0792236328125,715.40576171875,867.0615234375,1304.3641357421875,1552.8782958984375,973.9619750976562,857.5231323242188
2024-05-03,2856.2451171875,12045.4619140625,704.4818725585938,4475.80859375,509.8297729492188,1732.1234130859375,5460.326171875,3357.285888671875,2727.358642578125,2641.26220703125,9160.4375,6409.51513671875,1361.1131591796875,454.8167419433594,1072.8997802734375,418.0480651855469,52.145538330078125,202.24755859375,755.8515625,2243.116943359375,3276.146728515625,2889.81640625,2669.153564453125,2191.551513671875,1708.355712890625,304.6634216308594,549.1399536132812,811.6910400390625,102.41626739501952,115.6777801513672,1179.4761962890625,533.1810302734375,1648.3736572265625,5702.0380859375,1823.9267578125,200.06906127929688,2514.695068359375,68.35589599609375,298.0774841308594,139.0391387939453,1182.5709228515625,722.8037719726562,873.855712890625,1365.3109130859375,1562.371337890625,986.9561157226562,878.7212524414062
